city,neighbourhood,total_count,average_price
Cape Town,Ward 2,3,895
Cape Town,Ward 30,2,250
Rio de Janeiro,Penha Circular,2,78
Rio de Janeiro,Pavuna,2,262
Cape Town,Ward 16,2,415.5
Cape Town,Ward 75,2,875
Rio de Janeiro,Jacare,2,310.5
Rio de Janeiro,Osvaldo Cruz,2,1007.5
Bangkok,Chom Thong,2,2250
Rio de Janeiro,Vicente de Carvalho,2,862.5
Sydney,Ku-Ring-Gai,2,65
New York,Parkchester,2,72
Rio de Janeiro,Praca da Bandeira,2,80
New York,Gramercy,2,538.5
New York,Belle Harbor,2,178
Istanbul,Bahcelievler,2,288.5
New York,Concourse,2,62.5
New York,Oakwood,2,128
Rio de Janeiro,Parada de Lucas,2,63
Rio de Janeiro,Ricardo de Albuquerque,2,900
New York,Little Neck,2,32
Rio de Janeiro,Osvaldo Cruz,2,900
Rio de Janeiro,Pitangueiras,2,128.5
New York,Emerson Hill,2,57.5
New York,Greenwich Village,2,139.5
New York,New Springville,2,124.5
Cape Town,Ward 108,2,350
Rio de Janeiro,Freguesia (Ilha),2,754
Mexico City,Milpa Alta,2,543.5
New York,Mount Eden,2,110
New York,Spuyten Duyvil,2,37
New York,Holliswood,2,254.5
Hong Kong,Wong Tai Sin,2,311.5
New York,Great Kills,2,72
Rio de Janeiro,Meier,2,73.5
Cape Town,Ward 85,2,550
Rio de Janeiro,Parque Anchieta,2,115
Cape Town,Ward 63,2,490
Rio de Janeiro,Tomas Coelho,2,68.5
Hong Kong,Islands,2,723.5
Rio de Janeiro,Lagoa,2,169.5
New York,Arden Heights,2,125
New York,Ditmars Steinway,2,72.5
New York,Howland Hook,2,152.5
Bangkok,Bang Khen,2,665
New York,Concourse Village,2,52
Cape Town,Ward 44,2,565
New York,Riverdale,2,66.5
Cape Town,Ward 55,2,325
Rio de Janeiro,Coelho Neto,2,121.5
Rio de Janeiro,Gamboa,2,47
New York,Mount Eden,2,107.5
New York,Flatlands,2,36
Istanbul,Adalar,2,830
Cape Town,Ward 92,2,767
Sydney,Hornsby,2,28
New York,West Village,2,230
New York,Port Richmond,2,54
Cape Town,Ward 94,2,540
New York,Coney Island,2,80
Rio de Janeiro,Bancarios,2,175
New York,Spuyten Duyvil,2,114.5
New York,Rossville,2,80
New York,Rosebank,2,70.5
New York,Rosebank,2,130
New York,Emerson Hill,2,66.5
Rio de Janeiro,Ribeira,2,457
New York,Woodhaven,2,28
New York,Bay Terrace,2,94.5
Rio de Janeiro,Gavea,2,58.5
New York,Todt Hill,2,82.5
New York,Westerleigh,2,134.5
New York,Bay Terrace,2,176
Sydney,Mosman,2,60
New York,St. Albans,2,29
New York,Navy Yard,2,77
Cape Town,Ward 104,2,600
Rio de Janeiro,Cascadura,2,231.5
New York,Silver Lake,2,87
Rio de Janeiro,Vigario Geral,2,177
Rio de Janeiro,Ramos,2,65
New York,Chinatown,2,105
New York,Cypress Hills,2,72
Sydney,Liverpool,2,268.5
New York,Maspeth,2,44.5
New York,New Dorp,2,107.5
New York,Douglaston,2,106
Bangkok,Lat Phrao,2,5000
Rio de Janeiro,Pavuna,2,713.5
Cape Town,Ward 65,2,350
New York,Brighton Beach,2,200
Rio de Janeiro,Praca Seca,2,835
Rio de Janeiro,Paciencia,2,818
Cape Town,Ward 16,2,360.5
Rio de Janeiro,Jacare,2,554.5
New York,Van Nest,2,205
New York,Downtown Brooklyn,2,67.5
Cape Town,Ward 58,2,274.5
New York,Brownsville,2,27
Cape Town,Ward 69,2,1199
Istanbul,Arnavutkoy,2,3825
New York,Little Neck,2,90
New York,Mill Basin,2,57.5
Rio de Janeiro,Sao Francisco Xavier,2,132.5
New York,Bergen Beach,2,87.5
Bangkok,Taling Chan,2,749.5
Rio de Janeiro,Higienopolis,2,410
Rio de Janeiro,Inhauma,2,441
New York,Richmond Hill,2,123
Rio de Janeiro,Senador Camara,2,637.5
New York,Williamsburg,2,0
New York,Westchester Square,2,85.5
Bangkok,Bang Kho laen,2,333
Cape Town,Ward 53,2,870
Istanbul,Silivri,2,1671.5
Rio de Janeiro,Rocinha,2,76
Cape Town,Ward 41,2,554.5
Rio de Janeiro,Monero,2,137.5
Rio de Janeiro,Parque Anchieta,2,62.5
New York,Prince's Bay,2,397.5
Rio de Janeiro,Grajau,2,175
Rio de Janeiro,Cordovil,2,130.5
Rio de Janeiro,Quintino Bocaiuva,2,1068
Istanbul,Uskudar,2,5673
New York,Tremont,2,42.5
Cape Town,Ward 82,2,1575
Rome,XI Arvalia/Portuense,2,25
Rio de Janeiro,Marechal Hermes,2,135
Rio de Janeiro,Saude,2,274
New York,Canarsie,2,145
Sydney,Penrith,2,332.5
Rio de Janeiro,Rocha Miranda,2,192.5
Cape Town,Ward 81,2,300
Rio de Janeiro,Coelho Neto,2,60.5
Istanbul,Cekmekoy,2,77.5
New York,Park Slope,2,47
Rio de Janeiro,Pechincha,2,236.5
Rio de Janeiro,Iraja,2,80.5
New York,South Beach,2,62
Rio de Janeiro,Parque Anchieta,1,1884
Rio de Janeiro,Manguinhos,1,315
Rio de Janeiro,Cachambi,1,100
Cape Town,Ward 55,1,1470
Rio de Janeiro,Complexo do Alemao,1,140
Rio de Janeiro,Bangu,1,80
Rio de Janeiro,Vila da Penha,1,70
Hong Kong,Sham Shui Po,1,500
New York,Fort Greene,1,140
New York,Willowbrook,1,309
Rio de Janeiro,Marechal Hermes,1,200
Rio de Janeiro,Mangueira,1,800
Cape Town,Ward 67,1,450
New York,Richmondtown,1,68
Rio de Janeiro,Bento Ribeiro,1,300
Rio de Janeiro,Magalhaes Bastos,1,150
Cape Town,Ward 78,1,12240
Rome,XIV Monte Mario,1,21
Rio de Janeiro,Cavalcanti,1,1500
Rio de Janeiro,Taquara,1,99
Istanbul,Tuzla,1,180
New York,Woodrow,1,255
Cape Town,Ward 96,1,600
New York,Pelham Bay,1,150
New York,Two Bridges,1,0
New York,Midland Beach,1,80
Rio de Janeiro,Coelho Neto,1,56
Cape Town,Ward 83,1,232
Bangkok,Bueng Kum,1,304
Mexico City,Tlalpan,1,500
Cape Town,Ward 25,1,837
New York,Huguenot,1,180
New York,New Dorp Beach,1,130
Mexico City,Iztacalco,1,622
Cape Town,Ward 44,1,7500
Cape Town,Ward 58,1,900
Rio de Janeiro,Cosme Velho,1,40
Cape Town,Ward 18,1,750
New York,New Brighton,1,1200
Cape Town,Ward 84,1,1080
New York,Fort Wadsworth,1,800
Rio de Janeiro,Jardim Guanabara,1,130
Rio de Janeiro,Deodoro,1,350
Bangkok,Min Buri,1,650
Cape Town,Ward 75,1,300
New York,Lighthouse Hill,1,210
Rio de Janeiro,Anil,1,100
Cape Town,Ward 38,1,750
Rio de Janeiro,Cocota,1,180
Mexico City,Iztapalapa,1,0
Cape Town,Ward 3,1,1000
New York,Unionport,1,60
New York,Bull's Head,1,60
Rio de Janeiro,Vaz Lobo,1,300
Cape Town,Ward 40,1,4000
Rio de Janeiro,Praia da Bandeira,1,100
Cape Town,Ward 68,1,1200
New York,Van Nest,1,31
Rio de Janeiro,Mare,1,150
Sydney,Blacktown,1,65
New York,Kew Gardens Hills,1,90
Cape Town,Ward 59,1,300
New York,Manhattan Beach,1,43
Rio de Janeiro,Zumbi,1,160
Rio de Janeiro,Complexo do Alemao,1,900
Rio de Janeiro,Sampaio,1,108
New York,Olinville,1,26
New York,Little Neck,1,91
Rio de Janeiro,Abolicao,1,136
Cape Town,Ward 110,1,450
Rio de Janeiro,Jardim Sulacap,1,180
Cape Town,Ward 20,1,550
New York,Mill Basin,1,125
Cape Town,Ward 81,1,500
Rio de Janeiro,Bento Ribeiro,1,46
Rio de Janeiro,Bonsucesso,1,60
New York,Bull's Head,1,46
Rio de Janeiro,Realengo,1,40
Cape Town,Ward 78,1,240
Istanbul,Gaziosmanpasa,1,148
New York,Kips Bay,1,0
Cape Town,Ward 32,1,570
Cape Town,Ward 96,1,576
Cape Town,Ward 53,1,860
Sydney,Camden,1,35
Istanbul,Catalca,1,76
Cape Town,Ward 50,1,180
Istanbul,Zeytinburnu,1,312
Rio de Janeiro,Cidade Universitaria,1,50
Cape Town,Ward 103,1,1200
New York,Belle Harbor,1,200
Rio de Janeiro,Agua Santa,1,180
Cape Town,Ward 4,1,850
Rio de Janeiro,Barros Filho,1,83
Sydney,Holroyd,1,49
Rio de Janeiro,Leme,1,85
New York,West Farms,1,65
Cape Town,Ward 31,1,650
Rio de Janeiro,Engenho da Rainha,1,250
Rio de Janeiro,Inhoaiba,1,175
Cape Town,Ward 6,1,900
Cape Town,Ward 28,1,1540
Cape Town,Ward 12,1,1100
Cape Town,Ward 45,1,350
Rio de Janeiro,Quintino Bocaiuva,1,40
Istanbul,Sultangazi,1,150
Hong Kong,Tsuen Wan,1,500
Rio de Janeiro,Anchieta,1,800
Istanbul,Gungoren,1,424
Rio de Janeiro,Encantado,1,203
New York,Norwood,1,55
New York,College Point,1,50
New York,St. George,1,79
New York,Far Rockaway,1,80
Cape Town,Ward 91,1,300
Rio de Janeiro,Santissimo,1,600
New York,Concord,1,25
Rio de Janeiro,Leblon,1,68
Rio de Janeiro,Benfica,1,50
Cape Town,Ward 57,1,786
Rio de Janeiro,Vargem Pequena,1,65
Cape Town,Ward 111,1,2000
New York,Fort Hamilton,1,179
New York,Graniteville,1,45
Hong Kong,Kwun Tong,1,120
New York,Country Club,1,85
Rio de Janeiro,Cacuia,1,90
New York,New Springville,1,68
New York,Prospect-Lefferts Gardens,1,22
New York,Schuylerville,1,35
New York,Fresh Meadows,1,80
New York,Graniteville,1,111
New York,Castle Hill,1,71
Rio de Janeiro,Cascadura,1,48
New York,Gerritsen Beach,1,30
Rio de Janeiro,Engenho de Dentro,1,46
Rio de Janeiro,Manguinhos,1,700
Cape Town,Ward 92,1,250
New York,Richmondtown,1,105
New York,South Beach,1,89
Cape Town,Ward 113,1,450
New York,Astoria,1,100
Rio de Janeiro,Bancarios,1,114
Rio de Janeiro,Monero,1,125
New York,Arden Heights,1,36
New York,East Village,1,0
New York,Cobble Hill,1,79
Cape Town,Ward 72,1,500
Cape Town,Ward 29,1,180
Rio de Janeiro,Cavalcanti,1,350
Rio de Janeiro,Olaria,1,185
Bangkok,Phasi Charoen,1,600
New York,Battery Park City,1,37
Cape Town,Ward 1,1,735
New York,Holliswood,1,16
Rio de Janeiro,Rocha Miranda,1,800
New York,Briarwood,1,85
New York,Bronxdale,1,51
Rio de Janeiro,Camorim,1,274
New York,Eltingville,1,53
Rio de Janeiro,Vista Alegre,1,1326
Rio de Janeiro,Honorio Gurgel,1,70
Sydney,Sutherland Shire,1,69
Rio de Janeiro,Riachuelo,1,50
Istanbul,Sultanbeyli,1,130
Cape Town,Ward 26,1,350
Cape Town,Ward 101,1,800
New York,Red Hook,1,200
New York,Olinville,1,125
New York,Tottenville,1,309
New York,Harlem,1,125
New York,Bushwick,1,50
Cape Town,Ward 74,1,650
Istanbul,Bagcilar,1,627
Rio de Janeiro,Madureira,1,88
Rio de Janeiro,Cacuia,1,1500
Bangkok,Min Buri,1,800
New York,Shore Acres,1,89
Rio de Janeiro,Ribeira,1,280
New York,Civic Center,1,225
Rio de Janeiro,Gericino,1,110
Cape Town,Ward 29,1,800
New York,SoHo,1,100
Rio de Janeiro,Mangueira,1,90
Hong Kong,Tsuen Wan,1,210
Rio de Janeiro,Maria da Graca,1,40
Rio de Janeiro,Acari,1,250
New York,Mott Haven,1,0
New York,Theater District,1,66
Rio de Janeiro,Alto da Boa Vista,1,150
New York,Great Kills,1,99
New York,Douglaston,1,69
New York,Todt Hill,1,100
Sydney,Pittwater,1,250
Rio de Janeiro,Vasco da Gama,1,250
Rio de Janeiro,Deodoro,1,54
Rio de Janeiro,Vila Kosmos,1,39
New York,Rego Park,1,68
Rio de Janeiro,Saude,1,226
Cape Town,Ward 5,1,1040
Rio de Janeiro,Vaz Lobo,1,1364
Rio de Janeiro,Senador Camara,1,50
New York,Park Slope,1,119
Cape Town,Ward 61,1,2402
Sydney,Leichhardt,1,35
New York,Kew Gardens,1,20
New York,University Heights,1,110
Cape Town,Ward 9,1,350
New York,Castleton Corners,1,45
New York,Bedford-Stuyvesant,1,1000
Cape Town,Ward 94,1,200
New York,Springfield Gardens,1,200
Rio de Janeiro,Piedade,1,60
Rio de Janeiro,Anchieta,1,4844
Sydney,Willoughby,1,112
Rio de Janeiro,Paqueta,1,90
New York,Roosevelt Island,1,48
New York,Bayside,1,112
Rio de Janeiro,Jardim Carioca,1,50
